timestamp,layer,percentile,stat,value
1765263227.8238258,22,0.95,p9500,0.02745819091796875
1765263227.8238258,22,0.99,p9900,0.09081141153971355
1765263227.8238258,22,0.999,p9990,0.2744038899739583
1765263227.8238258,22,0.9999,p9999,0.7360636393229166
1765263227.8238258,22,,max,10.626302083333334
1765263227.8238258,23,0.9,p9000,0.015360514322916666
1765263227.8238258,23,0.95,p9500,0.02721405029296875
1765263227.8238258,23,0.99,p9900,0.0924695332845052
1765263227.8238258,23,0.999,p9990,0.3042640686035156
1765263227.8238258,23,0.9999,p9999,0.786834716796875
1765263227.8238258,23,,max,12.795572916666666
1765263227.8238258,24,0.9,p9000,0.015424092610677084
1765263227.8238258,24,0.95,p9500,0.027669270833333332
1765263227.8238258,24,0.99,p9900,0.093231201171875
1765263227.8238258,24,0.999,p9990,0.27985509236653644
1765263227.8238258,24,0.9999,p9999,0.7559102376302084
1765263227.8238258,24,,max,12.220052083333334
1765263227.8238258,25,0.9,p9000,0.01726531982421875
1765263227.8238258,25,0.95,p9500,0.031687418619791664
1765263227.8238258,25,0.99,p9900,0.10743204752604167
1765263227.8238258,25,0.999,p9990,0.33104197184244794
1765263227.8238258,25,0.9999,p9999,0.8623148600260416
1765263227.8238258,25,,max,12.822916666666666
1765263227.8238258,26,0.9,p9000,0.019765218098958332
1765263227.8238258,26,0.95,p9500,0.0365447998046875
1765263227.8238258,26,0.99,p9900,0.12290445963541667
1765263227.8238258,26,0.999,p9990,0.35464731852213544
1765263227.8238258,26,0.9999,p9999,0.8260752360026041
1765263227.8238258,26,,max,11.598958333333334
1765263227.8238258,27,0.9,p9000,0.022252400716145832
1765263227.8238258,27,0.95,p9500,0.042584737141927086
1765263227.8238258,27,0.99,p9900,0.15342203776041666
1765263227.8238258,27,0.999,p9990,0.4613698323567708
1765263227.8238258,27,0.9999,p9999,1.318634033203125
1765263227.8238258,27,,max,14.567708333333334
1765263227.8238258,28,0.9,p9000,0.026392618815104168
1765263227.8238258,28,0.95,p9500,0.052342732747395836
1765263227.8238258,28,0.99,p9900,0.1998112996419271
1765263227.8238258,28,0.999,p9990,0.5761566162109375
1765263227.8238258,28,0.9999,p9999,1.0984395345052083
1765263227.8238258,28,,max,13.84375
1765263227.8238258,29,0.9,p9000,0.032763163248697914
1765263227.8238258,29,0.95,p9500,0.06716156005859375
1765263227.8238258,29,0.99,p9900,0.3062845865885417
1765263227.8238258,29,0.999,p9990,0.7257181803385416
1765263227.8238258,29,0.9999,p9999,1.8787841796875
1765263227.8238258,29,,max,38.125
1765263227.8238258,30,0.9,p9000,0.061126708984375
1765263227.8238258,30,0.95,p9500,0.130157470703125
1765263227.8238258,30,0.99,p9900,0.5313720703125
1765263227.8238258,30,0.999,p9990,1.4705912272135417
1765263227.8238258,30,0.9999,p9999,26.70947265625
1765263227.8238258,30,,max,3075.1666666666665
1765263227.8238258,31,0.9,p9000,0.4328206380208333
1765263227.8238258,31,0.95,p9500,0.7573649088541666
1765263227.8238258,31,0.99,p9900,2.6107177734375
1765263227.8238258,31,0.999,p9990,9.6219482421875
1765263227.8238258,31,0.9999,p9999,21.51025390625
1765263227.8238258,31,,max,72.3125
1765263835.6372669,0,0.9,p9000,0.0033063888549804688
1765263835.6372669,0,0.95,p9500,0.0050894419352213545
1765263835.6372669,0,0.99,p9900,0.0166168212890625
1765263835.6372669,0,0.999,p9990,0.1404139200846354
1765263835.6372669,0,0.9999,p9999,1.2953694661458333
1765263835.6372669,0,,max,2.203125
1765263835.6372669,1,0.9,p9000,0.016292572021484375
1765263835.6372669,1,0.95,p9500,0.0255279541015625
1765263835.6372669,1,0.99,p9900,0.07176844278971355
1765263835.6372669,1,0.999,p9990,0.42374928792317706
1765263835.6372669,1,0.9999,p9999,72.97037760416667
1765263835.6372669,1,,max,1479.3333333333333
1765263835.6372669,2,0.9,p9000,0.0024401346842447915
1765263835.6372669,2,0.95,p9500,0.004122416178385417
1765263835.6372669,2,0.99,p9900,0.014695485432942709
1765263835.6372669,2,0.999,p9990,0.0744489034016927
1765263835.6372669,2,0.9999,p9999,0.3372039794921875
1765263835.6372669,2,,max,4.625
1765263835.6372669,3,0.9,p9000,0.0044027964274088545
1765263835.6372669,3,0.95,p9500,0.007287343343098958
1765263835.6372669,3,0.99,p9900,0.019193013509114582
1765263835.6372669,3,0.999,p9990,0.051025708516438804
1765263835.6372669,3,0.9999,p9999,0.12439282735188802
1765263835.6372669,3,,max,1.9407552083333333
1765263835.6372669,4,0.9,p9000,0.009455362955729166
1765263835.6372669,4,0.95,p9500,0.015262603759765625
1765263835.6372669,4,0.99,p9900,0.03936322530110677
1765263835.6372669,4,0.999,p9990,0.1133282979329427
1765263835.6372669,4,0.9999,p9999,5.536092122395833
1765263835.6372669,4,,max,11.428385416666666
1765263835.6372669,5,0.9,p9000,0.009072621663411459
1765263835.6372669,5,0.95,p9500,0.013439178466796875
1765263835.6372669,5,0.99,p9900,0.0294345219930013
1765263835.6372669,5,0.999,p9990,0.07275644938151042
1765263835.6372669,5,0.9999,p9999,0.16460673014322916
1765263835.6372669,5,,max,3.1842447916666665
1765263835.6372669,6,0.9,p9000,0.00860595703125
1765263835.6372669,6,0.95,p9500,0.012819925944010416
1765263835.6372669,6,0.99,p9900,0.031682332356770836
1765263835.6372669,6,0.999,p9990,0.09129079182942708
1765263835.6372669,6,0.9999,p9999,0.20737075805664062
1765263835.6372669,6,,max,5.03515625
1765263835.6372669,7,0.9,p9000,0.010028839111328125
1765263835.6372669,7,0.95,p9500,0.014567057291666666
1765263835.6372669,7,0.99,p9900,0.03480307261149088
1765263835.6372669,7,0.999,p9990,0.10021209716796875
1765263835.6372669,7,0.9999,p9999,0.23302841186523438
1765263835.6372669,7,,max,6.7705078125
1765263835.6372669,8,0.9,p9000,0.010117848714192709
1765263835.6372669,8,0.95,p9500,0.014882405598958334
1765263835.6372669,8,0.99,p9900,0.0388641357421875
1765263835.6372669,8,0.999,p9990,0.11341158548990886
1765263835.6372669,8,0.9999,p9999,0.2597808837890625
1765263835.6372669,8,,max,11.011067708333334
1765263835.6372669,9,0.9,p9000,0.010313669840494791
1765263835.6372669,9,0.95,p9500,0.015589396158854166
1765263835.6372669,9,0.99,p9900,0.04084904988606771
1765263835.6372669,9,0.999,p9990,0.12519391377766928
1765263835.6372669,9,0.9999,p9999,0.28214772542317706
1765263835.6372669,9,,max,7.321614583333333
1765263835.6372669,10,0.9,p9000,0.010884602864583334
1765263835.6372669,10,0.95,p9500,0.016634623209635418
1765263835.6372669,10,0.99,p9900,0.045720418294270836
1765263835.6372669,10,0.999,p9990,0.13718732198079428
1765263835.6372669,10,0.9999,p9999,0.48771413167317706
1765263835.6372669,10,,max,5.3125
1765263835.6372669,11,0.9,p9000,0.011124928792317709
1765263835.6372669,11,0.95,p9500,0.017771402994791668
1765263835.6372669,11,0.99,p9900,0.0505987803141276
1765263835.6372669,11,0.999,p9990,0.14764022827148438
1765263835.6372669,11,0.9999,p9999,0.36488087972005206
1765263835.6372669,11,,max,6.602213541666667
1765263835.6372669,12,0.9,p9000,0.010500590006510416
1765263835.6372669,12,0.95,p9500,0.016330718994140625
1765263835.6372669,12,0.99,p9900,0.0483862559000651
1765263835.6372669,12,0.999,p9990,0.14834467569986978
1765263835.6372669,12,0.9999,p9999,0.34554290771484375
1765263835.6372669,12,,max,4.350911458333333
1765263835.6372669,13,0.9,p9000,0.010955810546875
1765263835.6372669,13,0.95,p9500,0.017690022786458332
1765263835.6372669,13,0.99,p9900,0.054402669270833336
1765263835.6372669,13,0.999,p9990,0.16305414835611978
1765263835.6372669,13,0.9999,p9999,0.44251759847005206
1765263835.6372669,13,,max,6.913411458333333
1765263835.6372669,14,0.9,p9000,0.011025746663411459
1765263835.6372669,14,0.95,p9500,0.01778411865234375
1765263835.6372669,14,0.99,p9900,0.058624267578125
1765263835.6372669,14,0.999,p9990,0.17690149943033853
1765263835.6372669,14,0.9999,p9999,0.3985087076822917
1765263835.6372669,14,,max,6.28515625
1765263835.6372669,15,0.9,p9000,0.012299855550130209
1765263835.6372669,15,0.95,p9500,0.02051544189453125
1765263835.6372669,15,0.99,p9900,0.07036399841308594
1765263835.6372669,15,0.999,p9990,0.23773829142252603
1765263835.6372669,15,0.9999,p9999,0.5236256917317709
