timestamp,clip_percentile,zero_shift,layer,layer_percentile,adjusted_clip,severity,target_key
1765263227.8248348,0.99,0.0,27,0.9,0.9999,59.2580545248001,p9000
1765263227.8248348,0.99,0.0,28,0.9,0.9999,41.619192910761555,p9000
1765263227.8248348,0.99,0.0,29,0.9,0.9999,57.344405638785865,p9000
1765263227.8248348,0.99,0.0,30,0.9,0.9999,436.95256401133616,p9000
1765263227.8248348,0.99,0.0,31,0.9,0.9999,49.69784702483799,p9000
1765263835.6382232,0.99,0.0,0,0.9,0.9999,391.7775954927388,p9000
1765263835.6382232,0.99,0.0,1,0.9,0.9999,4478.750993409299,p9000
1765263835.6382232,0.99,0.0,2,0.9,0.9999,138.1906681130112,p9000
1765263835.6382232,0.99,0.0,3,0.9,0.9999,28.253134604263632,p9000
1765263835.6382232,0.99,0.0,4,0.9,0.9999,585.4975175272255,p9000
1765263835.6382232,0.99,0.0,5,0.9,0.9999,18.143235671760458,p9000
1765263835.6382232,0.99,0.0,6,0.9,0.9999,24.096185259518446,p9000
1765263835.6382232,0.99,0.0,7,0.9,0.9999,23.235828897303488,p9000
1765263835.6382232,0.99,0.0,8,0.9,0.9999,25.675503405101736,p9000
1765263835.6382232,0.99,0.0,9,0.9,0.9999,27.35667356334219,p9000
1765263835.6382232,0.99,0.0,10,0.9,0.9999,44.80770625563294,p9000
1765263835.6382232,0.99,0.0,11,0.9,0.9999,32.79848839783417,p9000
1765263835.6382232,0.99,0.0,12,0.9,0.9999,32.906996234841024,p9000
1765263835.6382232,0.99,0.0,13,0.9,0.9999,40.39112918077478,p9000
1765263835.6382232,0.99,0.0,14,0.9,0.9999,36.143463540774505,p9000
1765263835.6382232,0.99,0.0,15,0.9,0.9999,42.57169102726061,p9000
1765263835.6382232,0.99,0.0,16,0.9,0.9999,98.21805152531275,p9000
1765263835.6382232,0.99,0.0,17,0.9,0.9999,68.70503161164552,p9000
1765263835.6382232,0.99,0.0,18,0.9,0.9999,58.598296677585594,p9000
1765263835.6382232,0.99,0.0,19,0.9,0.9999,108.10650299008928,p9000
1765263835.6382232,0.99,0.0,20,0.9,0.9999,50.44440024829383,p9000
1765263835.6382232,0.99,0.0,21,0.9,0.9999,48.742144839884425,p9000
1765263835.6382232,0.99,0.0,22,0.9,0.9999,48.01061317320639,p9000
1765263835.6382232,0.99,0.0,23,0.9,0.9999,51.22450004154354,p9000
1765263835.6382232,0.99,0.0,24,0.9,0.9999,49.00840579098544,p9000
1765263835.6382232,0.99,0.0,25,0.9,0.9999,49.94490805038725,p9000
1765263835.6382232,0.99,0.0,26,0.9,0.9999,41.79438805442536,p9000
1765263835.6382232,0.99,0.0,27,0.9,0.9999,59.2580545248001,p9000
1765263835.6382232,0.99,0.0,28,0.9,0.9999,41.619192910761555,p9000
1765263835.6382232,0.99,0.0,29,0.9,0.9999,57.344405638785865,p9000
1765263835.6382232,0.99,0.0,30,0.9,0.9999,436.95256401133616,p9000
1765263835.6382232,0.99,0.0,31,0.9,0.9999,49.69784702483799,p9000
1765265683.832318,0.99,0.0,0,0.9,0.9999,391.7775954927388,p9000
1765265683.832318,0.99,0.0,1,0.9,0.9999,4478.750993409299,p9000
1765265683.832318,0.99,0.0,2,0.9,0.9999,138.1906681130112,p9000
1765265683.832318,0.99,0.0,3,0.9,0.9999,28.253134604263632,p9000
1765265683.832318,0.99,0.0,4,0.9,0.9999,585.4975175272255,p9000
1765265683.832318,0.99,0.0,5,0.9,0.9999,18.143235671760458,p9000
1765265683.832318,0.99,0.0,6,0.9,0.9999,24.096185259518446,p9000
1765265683.832318,0.99,0.0,7,0.9,0.9999,23.235828897303488,p9000
1765265683.832318,0.99,0.0,8,0.9,0.9999,25.675503405101736,p9000
1765265683.832318,0.99,0.0,9,0.9,0.9999,27.35667356334219,p9000
1765265683.832318,0.99,0.0,10,0.9,0.9999,44.80770625563294,p9000
1765265683.832318,0.99,0.0,11,0.9,0.9999,32.79848839783417,p9000
1765265683.832318,0.99,0.0,12,0.9,0.9999,32.906996234841024,p9000
1765265683.832318,0.99,0.0,13,0.9,0.9999,40.39112918077478,p9000
1765265683.832318,0.99,0.0,14,0.9,0.9999,36.143463540774505,p9000
1765265683.832318,0.99,0.0,15,0.9,0.9999,42.57169102726061,p9000
1765265683.832318,0.99,0.0,16,0.9,0.9999,98.21805152531275,p9000
1765265683.832318,0.99,0.0,17,0.9,0.9999,68.70503161164552,p9000
1765265683.832318,0.99,0.0,18,0.9,0.9999,58.598296677585594,p9000
1765265683.832318,0.99,0.0,19,0.9,0.9999,108.10650299008928,p9000
1765265683.832318,0.99,0.0,20,0.9,0.9999,50.44440024829383,p9000
1765265683.832318,0.99,0.0,21,0.9,0.9999,48.742144839884425,p9000
1765265683.832318,0.99,0.0,22,0.9,0.9999,48.01061317320639,p9000
1765265683.832318,0.99,0.0,23,0.9,0.9999,51.22450004154354,p9000
1765265683.832318,0.99,0.0,24,0.9,0.9999,49.00840579098544,p9000
1765265683.832318,0.99,0.0,25,0.9,0.9999,49.94490805038725,p9000
1765265683.832318,0.99,0.0,26,0.9,0.9999,41.79438805442536,p9000
1765265683.832318,0.99,0.0,27,0.9,0.9999,59.2580545248001,p9000
1765265683.832318,0.99,0.0,28,0.9,0.9999,41.619192910761555,p9000
1765265683.832318,0.99,0.0,29,0.9,0.9999,57.344405638785865,p9000
1765265683.832318,0.99,0.0,30,0.9,0.9999,436.95256401133616,p9000
1765265683.832318,0.99,0.0,31,0.9,0.9999,49.69784702483799,p9000
1765266249.7708166,0.99,0.0,0,0.9,0.9999,391.7775954927388,p9000
1765266249.7708166,0.99,0.0,1,0.9,0.9999,4478.750993409299,p9000
1765266249.7708166,0.99,0.0,2,0.9,0.9999,138.1906681130112,p9000
1765266249.7708166,0.99,0.0,3,0.9,0.9999,28.253134604263632,p9000
1765266249.7708166,0.99,0.0,4,0.9,0.9999,585.4975175272255,p9000
1765266249.7708166,0.99,0.0,5,0.9,0.9999,18.143235671760458,p9000
1765266249.7708166,0.99,0.0,6,0.9,0.9999,24.096185259518446,p9000
1765266249.7708166,0.99,0.0,7,0.9,0.9999,23.235828897303488,p9000
1765266249.7708166,0.99,0.0,8,0.9,0.9999,25.675503405101736,p9000
1765266249.7708166,0.99,0.0,9,0.9,0.9999,27.35667356334219,p9000
1765266249.7708166,0.99,0.0,10,0.9,0.9999,44.80770625563294,p9000
1765266249.7708166,0.99,0.0,11,0.9,0.9999,32.79848839783417,p9000
1765266249.7708166,0.99,0.0,12,0.9,0.9999,32.906996234841024,p9000
1765266249.7708166,0.99,0.0,13,0.9,0.9999,40.39112918077478,p9000
1765266249.7708166,0.99,0.0,14,0.9,0.9999,36.143463540774505,p9000
1765266249.7708166,0.99,0.0,15,0.9,0.9999,42.57169102726061,p9000
1765266249.7708166,0.99,0.0,16,0.9,0.9999,98.21805152531275,p9000
1765266249.7708166,0.99,0.0,17,0.9,0.9999,68.70503161164552,p9000
1765266249.7708166,0.99,0.0,18,0.9,0.9999,58.598296677585594,p9000
1765266249.7708166,0.99,0.0,19,0.9,0.9999,108.10650299008928,p9000
1765266249.7708166,0.99,0.0,20,0.9,0.9999,50.44440024829383,p9000
1765266249.7708166,0.99,0.0,21,0.9,0.9999,48.742144839884425,p9000
1765266249.7708166,0.99,0.0,22,0.9,0.9999,48.01061317320639,p9000
1765266249.7708166,0.99,0.0,23,0.9,0.9999,51.22450004154354,p9000
1765266249.7708166,0.99,0.0,24,0.9,0.9999,49.00840579098544,p9000
1765266249.7708166,0.99,0.0,25,0.9,0.9999,49.94490805038725,p9000
1765266249.7708166,0.99,0.0,26,0.9,0.9999,41.79438805442536,p9000
1765266249.7708166,0.99,0.0,27,0.9,0.9999,59.2580545248001,p9000
1765266249.7708166,0.99,0.0,28,0.9,0.9999,41.619192910761555,p9000
1765266249.7708166,0.99,0.0,29,0.9,0.9999,57.344405638785865,p9000
1765266249.7708166,0.99,0.0,30,0.9,0.9999,436.95256401133616,p9000
1765266249.7708166,0.99,0.0,31,0.9,0.9999,49.69784702483799,p9000
